case	distancePaper	distanceNosotros	optimos
3807	5099	3511	4245
3808	2698	1411	1724
3809	3098	2141	2559
3810	1898	1286	1737
3811	3599	2526	2994
3812	180	195	378
3813	2399	1661	2008
3814	1580	719	1013
3815	0	870	1299
3816	978	433	872
3817	1498	1048	1168
3818	1583	1302	1474
3819	5299	3634	4258
3820	999	448	900
3821	2699	1978	2352
3822	1383	942	1062
3823	2841	1962	2576
3824	5199	3283	3881
3825	5299	3676	4226
3826	2798	1966	2304
3827	1897	1099	1749
3828	174	183	372
3829	2198	1246	1950
3830	1398	1039	1229
3831	1597	1070	1448
3832	1174	842	1027
3833	1897	1050	1611
3834	3799	2768	3270
3835	1598	1147	1248
3836	0	536	821
3837	1596	702	1420
3838	1797	1450	1562
3839	766	429	699
3840	1283	746	1053
3841	3098	2438	2791
3842	130	509	624
3843	0	2302	2822
3844	3399	2386	3014
3845	0	814	979
3846	2057	1639	1900
3847	1498	1082	1334
3848	2617	1844	2247
3849	256	270	536
3850	1582	904	1233
3851	2599	1629	2238
3852	3959	3138	3454
3853	158	179	375
3854	0	461	733
3855	2599	1631	1997
3856	1699	1287	1471
3857	1199	628	822
3858	3298	2415	2824
3859	3299	2119	2640
3860	2276	1601	1987
3861	170	196	369
3862	1298	552	835
3863	2797	1748	1977
3864	0	535	824
3865	1163	800	1075
3866	1187	542	1093
3867	5598	4049	4624
3868	2298	1413	1884
3869	0	552	717
3870	0	4622	5201
3871	2672	1542	1958
3872	4399	2679	3202
3873	1798	989	1547
3874	2177	1497	1822
3875	2199	1703	1962
3876	342	527	893
3877	1796	1326	1596
3878	1798	1154	1635
3879	0	711	985
3880	1370	1065	1246
3881	3299	2314	2832
3882	5199	3939	4534
3883	1599	1294	1477
3884	0	2020	2359
3885	1597	1268	1452
3886	0	2808	3249
3887	2297	1577	2118
3888	3266	2387	2763
3889	0	1272	1454
3890	4099	2781	3418
3891	1599	1170	1457
3892	0	640	998
3893	1469	658	1348
3894	1399	911	1153
3895	3563	2501	3077
3896	4598	3572	4212
3897	2598	2044	2238
3898	437	464	906
3899	143	167	353
3900	2698	1524	2060
3901	0	549	731
3902	257	279	565
3903	2899	1897	2374
3904	1480	645	882
3905	798	290	445
3906	7099	5281	6013
3907	3899	3139	3466
3908	896	631	822
3909	1384	1005	1134
3910	998	547	905
3911	250	264	525
3912	3599	2290	3099
3913	0	2663	3196
3914	1840	1203	1507
3915	1398	786	1090
3916	352	368	718
3917	2498	1526	2073
3918	115	380	538
3919	2899	1876	2527
3920	270	278	549
3921	2797	1779	2082
3922	0	3697	4340
3923	2999	2025	2757
3924	429	449	906
3925	1061	445	603
3926	175	370	537
3927	1597	1242	1432
3928	0	2078	2451
3929	1184	532	1087
3930	5899	3927	4656
3931	2599	1697	2236
3932	4199	3284	3842
3933	3761	2362	3084
3934	0	3295	3796
3935	259	285	544
3936	1163	633	990
3937	4999	3349	4011
3938	3798	2925	3453
3939	880	532	795
3940	3499	2209	2819
3941	2999	1826	2350
3942	5939	4390	5062
3943	1398	666	1288
3944	3898	2975	3413
3945	242	266	550
3946	988	558	927
3947	0	744	1114
3948	0	3541	4245
3949	0	2547	3112
3950	1174	669	1026
3951	1354	916	1178
3952	2397	1356	2015
3953	1897	1193	1566
3954	2599	1656	2281
3955	2298	1558	2117
3956	2399	1522	1974
3957	4799	3571	4069
3958	0	2022	2487
3959	2351	1613	2172
3960	2799	2002	2342
3961	1581	825	1003
3962	4599	3379	3848
3963	0	641	919
3964	0	1463	1802
3965	186	192	387
3966	0	489	608
3967	271	285	552
3968	0	357	454
3969	1898	1200	1646
3970	4299	2854	3378
3971	6499	5110	5798
3972	2274	1597	2059
3973	4598	3787	4267
3974	944	432	881
3975	0	2414	3046
3976	1878	1061	1662
3977	1648	928	1338
3978	0	4601	5494
3979	1273	976	1094
3980	3998	3003	3644
3981	0	2939	3550
3982	5699	4171	4755
3983	2799	1956	2496
3984	4299	3222	3697
3985	6399	3286	4088
3986	2699	1752	2339
3987	2374	1608	1864
3988	1998	1217	1559
3989	5599	3300	4033
3990	5899	4761	5368
3991	1699	1297	1559
3992	0	1079	1640
3993	3066	2057	2547
3994	2056	1282	1907
3995	1296	635	809
3996	1199	319	573
3997	3166	2063	2784
3998	1298	810	1165
3999	6099	4541	5140
4000	1385	802	1253
4001	3498	2194	2662
4002	0	744	1002
4003	5199	3444	3952
4004	1979	1340	1791
4005	4099	2918	3471
4006	5999	4340	5057
4007	2155	1251	1943
4008	0	719	977
4009	1799	1055	1621
4010	3399	2713	3083
4011	4598	3481	4018
4012	2770	1714	2097
4013	4699	3559	4193
4014	1898	1573	1764
4015	0	2739	3226
4016	1978	1153	1548
4017	2198	1220	1899
4018	1285	817	1194
4019	1314	1026	1202
4020	0	910	1143
4021	6199	3776	4522
4022	174	266	446
4023	3662	2461	2986
4024	5199	3521	4281
4025	354	374	735
4026	0	2822	3456
4027	0	3924	4674
4028	0	2172	2702
4029	2097	1510	1881
4030	4399	3169	3796
4031	1185	721	901
4032	1997	1284	1838
4033	2999	2010	2425
4034	2599	1995	2366
4035	1997	1078	1667
4036	0	2914	3198
4037	3999	2784	3290
4038	2350	1480	1779
4039	0	710	799
4040	3298	2173	2699
4041	2698	1917	2308
4042	4299	3140	3635
4043	2670	1980	2276
4044	2351	1781	2080
4045	3799	2263	2819
4046	1452	945	1203
4047	1567	1115	1485
4048	2199	1275	1660
4049	256	272	560
4050	1999	1175	1803
4051	3798	2783	3270
4052	4499	3544	3919
4053	1860	1209	1652
4054	0	459	702
4055	1397	631	1277
4056	430	458	919
4057	3597	2319	2967
4058	1186	546	1072
4059	1998	1438	1816
4060	1184	518	1059
4061	1896	1360	1724
4062	0	2951	3535
4063	3265	2550	2891
4064	1383	618	1264
4065	1194	914	1090
4066	7599	6050	6776
4067	2799	2132	2425
4068	1451	847	1185
4069	3498	2072	2707
4070	160	166	350
4071	1170	508	1048
4072	748	512	696
4073	1399	622	1248
4074	0	2614	3106
4075	4999	3334	4068
4076	2399	1552	2078
4077	3799	3005	3376
4078	1997	1071	1722
4079	0	2206	2584
4080	996	433	885
4081	2199	1648	2022
4082	3999	2807	3325
4083	4599	3332	4034
4084	1260	769	1005
4085	0	2605	3209
4086	367	380	759
4087	1340	928	1120
4088	1899	1085	1748
4089	3699	2746	3336
4090	995	455	894
4091	242	259	532
4092	1583	691	1429
4093	2968	2368	2733
4094	2055	1275	1820
4095	1583	865	1178
4096	1726	1062	1585
4097	4399	2919	3611
4098	577	334	462
4099	172	184	369
4100	168	272	435
4101	1598	1042	1281
4102	1484	907	1268
4103	1599	829	1263
4104	2498	1747	1955
4105	0	2764	3315
4106	5899	4400	5060
4107	0	932	1476
4108	0	811	1077
4109	1798	1240	1612
4110	1199	602	834
4111	0	761	941
4112	1998	1411	1792
4113	0	2946	3617
4114	969	439	880
4115	4298	2658	3068
4116	2299	1402	1922
4117	5199	3746	4513
4118	6236	3630	4395
4119	997	719	893
4120	0	1042	1303
4121	751	347	694
4122	3699	2514	3188
4123	2298	1256	1592
4124	4899	3167	3706
4125	1397	646	1280
4126	1598	1200	1480
4127	6299	4844	5518
4128	0	975	1541
4129	0	356	547
4130	1565	880	1393
4131	2671	1711	2089
4132	2840	1738	2042
4133	247	276	555
4134	0	2023	2552
4135	4098	2606	3082
4136	997	612	726
4137	2599	1675	2245
4138	337	361	737
4139	5099	3307	3946
4140	0	2466	3100
4141	1698	1084	1545
4142	3598	2457	2761
4143	1898	1228	1673
4144	1899	1038	1266
4145	967	466	706
4146	2273	1821	2082
4147	2497	1540	2020
4148	1580	1214	1481
4149	799	383	720
4150	4399	2573	3245
4151	2099	1373	1947
4152	0	3032	3514
4153	586	358	548
4154	1244	512	652
4155	2198	1491	1796
4156	252	266	536
4157	1779	1430	1600
4158	2698	2067	2439
4159	1583	965	1251
4160	2098	1618	1904
4161	3798	2670	3181
4162	1698	996	1273
4163	3299	2456	2881
4164	5099	3939	4425
4165	3499	2434	3163
4166	1697	880	1050
4167	3199	2240	2648
4168	2899	2170	2529
4169	1680	875	1211
4170	5798	3362	4102
4171	2199	1629	2005
4172	4598	2981	3658
4173	1978	1215	1651
4174	1096	626	998
4175	2699	2181	2366
4176	1696	1080	1539
4177	3624	2027	2570
4178	6099	4140	4782
4179	5099	4110	4673
4180	1804	1069	1355
4181	2898	1768	2470
4182	5299	4193	4746
4183	1663	1094	1527
4184	1099	826	1009
4185	5399	3418	4092
4186	0	3035	3623
4187	1385	819	1251
4188	0	978	1505
4189	3399	2103	2636
4190	1779	1010	1239
4191	2399	1437	2169
4192	966	691	813
4193	0	4503	5231
4194	4399	3368	3993
4195	151	169	344
4196	0	1050	1260
4197	2198	1283	2005
4198	2350	1003	1430
4199	1998	1437	1789
4200	2672	1891	2335
4201	6199	4335	5025
4202	3399	2519	3067
4203	3199	2517	2870
4204	4355	3267	3786
4205	0	613	708
4206	1977	1201	1842
4207	183	282	448
4208	2670	1861	2220
4209	0	448	739
4210	2498	2030	2299
4211	1699	1147	1350
4212	2398	1737	2196
4213	1355	593	1194
4214	276	279	558
4215	0	726	1170
4216	1744	741	1071
4217	3599	2650	3120
4218	4099	3160	3629
4219	3859	3112	3579
4220	174	278	456
4221	2198	1504	1950
4222	0	2466	2847
4223	1197	557	1121
4224	1797	1216	1526
4225	3998	2824	3535
4226	3798	3016	3225
4227	7299	4849	5609
4228	1799	1359	1623
4229	5099	3643	4265
4230	0	2119	2510
4231	3799	2639	3353
4232	7199	5318	6160
4233	1284	723	1152
4234	4256	1979	2516
4235	2968	1949	2530
4236	0	1114	1384
4237	2296	1828	2091
4238	2399	1696	1985
4239	6499	3719	4676
4240	1599	733	1493
4241	2997	1984	2642
4242	4198	2818	3272
4243	1383	1091	1267
4244	0	338	517
4245	1482	1110	1385
4246	3199	1644	2206
4247	430	454	899
4248	1385	954	1182
4249	998	461	921
4250	5399	3615	4319
4251	6499	4775	5516
4252	3999	2856	3425
4253	0	2468	3046
4254	254	272	543
4255	0	500	661
4256	3598	2294	2634
4257	6199	3988	4801
4258	795	426	715
4259	1398	840	1300
4260	0	550	734
4261	0	2351	2818
4262	1397	783	1095
4263	0	692	825
4264	6599	4914	5577
4265	2078	1221	1721
4266	4499	2451	2953
4267	3299	2112	2735
4268	1599	741	1447
4269	0	2375	2717
4270	3999	2988	3473
4271	1880	1152	1547
4272	3959	3098	3538
4273	1761	1091	1628
4274	1383	919	1284
4275	1385	764	1202
4276	1583	1280	1477
4277	3761	2583	3116
4278	0	776	1052
4279	0	4508	5038
4280	2899	2188	2492
4281	6399	4638	5381
4282	3399	2460	2921
4283	2276	1510	2020
4284	0	1104	1377
4285	0	440	632
4286	1998	1502	1789
4287	0	2780	3134
4288	2398	1566	2008
4289	3798	2151	2596
4290	1395	821	1268
4291	2298	1349	1992
4292	1566	1076	1302
4293	1958	1244	1528
4294	6699	4149	4876
4295	3723	2324	2659
4296	5399	4095	4621
4297	4399	3188	3796
4298	2096	1620	1906
4299	5199	4010	4651
4300	3199	2093	2658
4301	1399	597	1237
4302	978	460	904
4303	1533	720	1441
4304	2098	1549	1843
4305	5699	4394	5118
4306	0	1440	1745
4307	2999	2366	2646
4308	2998	1934	2522
4309	0	468	743
4310	1798	1043	1538
4311	1681	648	1002
4312	1126	526	1025
4313	7199	5050	5931
4314	3265	2397	2878
4315	2098	1265	1846
4316	4299	3138	3645
4317	1198	807	1069
4318	162	339	522
4319	3499	2341	2820
4320	2899	1982	2373
4321	1799	1325	1503
4322	986	660	808
4323	2230	1735	1972
4324	169	193	384
4325	1186	517	1068
4326	0	2023	2581
4327	3999	2875	3415
4328	2869	2139	2585
4329	985	604	864
4330	3265	2557	2859
4331	1150	669	913
4332	158	173	365
4333	0	3518	4045
4334	1482	1012	1371
4335	2177	1263	1984
4336	0	439	611
4337	0	806	1081
4338	2099	1420	1736
4339	0	446	623
4340	0	1175	1826
4341	6799	4592	5267
4342	174	183	350
4343	5099	3415	4103
4344	0	3645	4364
4345	2499	1617	2011
4346	3199	2338	2804
4347	2597	2011	2218
4348	0	703	1052
4349	2351	1634	1984
4350	2499	1669	2316
4351	0	811	1233
4352	6599	4801	5576
4353	1098	809	1004
4354	6899	4585	5237
4355	1097	796	973
4356	6999	5432	6135
4357	2472	1684	1990
4358	1581	716	1465
4359	3699	2882	3308
4360	152	187	361
4361	2797	1543	2047
4362	997	442	874
4363	1697	970	1298
4364	1896	1159	1713
4365	5199	3857	4469
4366	2799	1729	2384
4367	3097	2020	2645
4368	1899	1182	1534
4369	2276	1667	2028
4370	1482	883	1317
4371	2499	1468	2034
4372	2898	2164	2626
4373	0	786	1057
4374	3399	2449	3077
4375	0	1730	2136
4376	1231	975	1152
4377	0	813	1268
4378	0	901	1073
4379	3199	2089	2568
4380	3999	2272	2842
4381	3298	2581	2954
4382	5699	3738	4538
4383	2697	1997	2351
4384	2997	1647	1983
4385	3299	2323	2919
4386	0	397	609
4387	3399	2377	3095
4388	2399	1852	2121
4389	3167	2243	2886
4390	176	183	375
4391	5198	3035	3690
4392	7599	4679	5362
4393	0	735	909
4394	3699	1732	2195
4395	6399	3438	4305
4396	2599	1621	2112
4397	2177	1406	1932
4398	6099	4132	4808
4399	1371	619	1256
4400	2299	1319	1854
4401	6399	4984	5713
4402	0	2124	2605
4403	7127	5171	5989
4404	2499	913	1380
4405	867	472	690
4406	6199	4209	5035
4407	1779	1086	1385
4408	3698	2770	3319
4409	4299	3204	3713
4410	966	430	873
4411	1495	908	1133
4412	1395	608	1245
4413	7099	4210	5046
4414	0	733	1016
4415	1533	1209	1367
4416	3598	1851	2413
4417	2297	1336	1878
4418	0	3719	4187
4419	418	437	905
4420	1198	910	1090
4421	1898	1300	1645
4422	0	1400	1662
4423	3198	2138	2758
4424	1579	739	1466
4425	3098	1812	2362
4426	2998	1695	2389
4427	6499	4905	5556
4428	3899	2653	3250
4429	2227	1730	1915
4430	2177	1192	1797
4431	2743	1855	2362
4432	0	493	677
4433	1197	553	1123
4434	1599	737	1468
4435	5444	3629	4258
4436	0	649	837
4437	2098	1239	1867
4438	0	591	860
4439	2770	1681	2307
4440	5299	3506	4193
4441	412	440	883
4442	0	523	794
4443	895	558	720
4444	4599	3246	3755
4445	3699	2898	3246
4446	357	367	734
4447	167	462	636
4448	1482	961	1315
4449	1172	547	1082
4450	0	2947	3705
4451	0	724	899
4452	3898	2461	2917
4453	1483	994	1160
4454	3199	2184	2688
4455	3899	2886	3350
4456	897	432	548
4457	2298	1321	2039
4458	1999	1603	1789
4459	2799	1891	2537
4460	1370	1037	1182
4461	2375	1556	2190
4462	1044	607	959
4463	1681	1312	1458
4464	2098	1145	1846
4465	2298	1810	2067
4466	2968	2114	2586
4467	780	360	699
4468	6299	4352	5057
4469	5299	3992	4500
4470	2599	2052	2331
4471	4999	3727	4445
4472	0	3784	4639
4473	1073	583	911
4474	3365	2194	2675
4475	1762	1399	1576
4476	3099	2233	2763
4477	259	271	544
4478	1399	1037	1211
4479	1999	1366	1738
4480	2598	1556	2041
4481	0	1052	1562
4482	272	448	715
4483	157	341	518
4484	2799	2126	2480
4485	173	272	440
4486	4299	3216	3752
4487	5499	4355	4833
4488	0	891	1063
4489	174	186	359
4490	1170	880	1069
4491	3699	2393	2948
4492	1699	1170	1416
4493	3698	2270	2957
4494	0	407	610
4495	3799	2181	2714
4496	1296	853	987
4497	3662	2218	2895
4498	0	2962	3622
4499	1937	1196	1506
4500	0	936	1091
4501	2898	2099	2554
4502	4899	3729	4280
4503	0	550	736
4504	1997	1500	1870
4505	4199	2606	3164
4506	2398	1476	1760
4507	183	194	372
4508	2176	1759	2028
4509	1076	648	1004
4510	0	1816	2091
4511	1483	1077	1359
4512	2299	1302	1999
4513	2398	1554	2092
4514	2098	1540	1805
4515	3798	2799	3426
4516	1781	989	1354
4517	1599	746	1473
4518	0	783	962
4519	2697	1786	2433
4520	1727	1152	1597
4521	1698	1385	1573
4522	0	266	441
4523	1397	622	1275
4524	1977	1528	1780
4525	1566	823	1139
4526	1898	1273	1730
4527	3428	2359	2845
4528	1743	997	1292
4529	1744	860	1164
4530	3563	2143	2540
4531	167	445	636
4532	0	541	812
4533	5198	3448	4044
4534	1194	559	1102
4535	3898	3119	3470
4536	4998	3948	4489
4537	1498	856	1168
4538	750	348	692
4539	0	649	823
4540	4099	2779	3515
4541	1680	1044	1497
4542	2999	2402	2676
4543	5599	3845	4399
4544	1761	1094	1508
4545	1978	1318	1752
4546	0	3216	3730
4547	5499	2731	3429
4548	0	1940	2359
4549	3699	2633	3061
4550	0	623	802
4551	164	168	347
4552	0	1649	2121
4553	1582	983	1321
4554	5699	4243	4892
4555	2498	1674	2169
4556	0	636	966
4557	0	428	608
4558	2398	1740	2218
4559	3398	1921	2206
4560	989	456	905
4561	0	1731	2449
4562	0	848	1256
4563	5098	3382	4067
4564	3799	2459	3164
4565	2276	1803	2032
4566	4499	3568	4008
4567	1938	1427	1659
4568	1997	1222	1485
4569	147	162	332
4570	4099	3171	3725
4571	3498	2860	3209
4572	0	914	1378
4573	1566	1242	1425
4574	1897	1264	1491
4575	2743	1869	2225
4576	2098	1285	1907
4577	164	187	361
4578	0	3118	3574
4579	4798	3508	4169
4580	2697	1745	2253
4581	0	1345	1618
4582	1580	700	1423
4583	3498	2377	2832
4584	0	1793	2067
4585	0	550	604
4586	0	3819	4260
4587	1296	730	1186
4588	1483	1110	1391
4589	0	1001	1627
4590	2573	1899	2355
4591	890	551	831
4592	1599	733	1436
4593	888	556	801
4594	162	179	366
4595	0	2091	2473
4596	0	1263	1538
4597	2199	1387	1785
4598	4899	3762	4391
4599	2275	1473	1937
4600	3398	2026	2497
4601	3498	2398	2930
4602	1599	957	1287
4603	3298	1845	2506
4604	886	542	806
4605	2599	1682	2304
4606	3799	2441	3173
4607	1499	998	1212
4608	253	272	567
4609	899	585	713
4610	250	272	549
4611	362	378	719
4612	0	1360	1721
4613	1761	604	907
4614	0	888	1076
4615	0	2101	2720
4616	186	192	368
4617	2177	1298	1587
4618	3364	2189	2724
4619	170	368	553
4620	1382	1059	1240
4621	2097	1449	1752
4622	0	2075	2356
4623	4099	2553	3245
4624	2375	1599	2033
4625	0	811	1003
4626	3299	2215	2809
4627	1193	574	1114
4628	1295	900	1092
4629	2299	1575	2021
4630	2398	1466	1907
4631	3599	2222	2594
4632	3199	2191	2807
4633	2298	1789	1981
4634	2598	1865	2164
4635	2351	1441	1955
4636	1498	1105	1363
4637	4850	3337	3937
4638	1370	1059	1188
4639	3197	2289	2903
4640	5199	3154	3761
4641	152	184	348
4642	2799	1028	1441
4643	3699	2383	2685
4644	1286	745	1015
4645	2177	1488	1907
4646	6399	4434	4942
4647	946	608	861
4648	1876	1200	1510
4649	1998	1235	1785
4650	3297	2159	2843
4651	6499	4069	4901
4652	1583	741	1442
4653	2697	1804	2448
4654	163	184	365
4655	6298	3912	4869
4656	0	2594	3086
4657	2398	1840	2183
4658	965	469	658
4659	5699	2603	3357
4660	3165	2237	2636
4661	2999	2187	2752
4662	0	730	823
4663	6399	4155	4923
4664	3699	2543	3123
4665	1199	856	956
4666	740	334	683
4667	1699	1038	1297
4668	1796	995	1633
4669	3299	2490	3046
4670	1484	1026	1281
4671	3198	2135	2575
4672	1383	646	1268
4673	1484	476	710
4674	799	521	705
4675	2252	1254	1918
4676	5099	3683	4126
4677	6499	4500	5208
4678	3068	2166	2654
4679	261	279	545
4680	0	539	814
4681	0	1135	1357
4682	1398	1086	1276
4683	2298	1576	1892
4684	3599	2522	3233
4685	2297	1638	2088
4686	0	723	1141
4687	1598	1088	1439
4688	0	1614	2097
4689	1999	1258	1556
4690	3899	2913	3389
4691	4398	3174	3747
4692	0	1210	1876
4693	954	448	898
4694	169	180	377
4695	248	453	733
4696	1199	560	1087
4697	1397	641	1268
4698	174	183	372
4699	3399	2152	2741
4700	0	3456	3978
4701	2296	1596	2038
4702	3398	2311	2709
4703	977	457	882
4704	0	1141	1565
4705	2499	1631	2278
4706	4298	2714	3443
4707	5048	3625	4365
4708	2899	1827	2388
4709	2498	1580	2127
4710	0	1259	1984
4711	245	280	553
4712	1498	1216	1399
4713	0	719	897
4714	1551	1086	1446
4715	3999	2729	3417
4716	4398	2983	3626
4717	1497	698	1006
4718	0	443	629
4719	6199	4824	5547
4720	7499	5224	6119
4721	1286	713	1172
4722	3198	2311	2849
4723	4098	3251	3657
4724	3299	2159	2560
4725	1199	466	662
4726	1979	1206	1677
4727	1399	603	1232
4728	2299	1594	2041
4729	2968	1954	2637
4730	1498	954	1096
4731	6099	4589	5353
4732	2397	1634	2093
4733	6199	4813	5505
4734	2398	1658	2099
4735	3398	2418	2931
4736	0	368	559
4737	1193	539	1068
4738	4499	3299	3967
4739	4099	2482	3071
4740	4099	2638	3391
4741	157	252	424
4742	1583	1089	1439
4743	433	452	903
4744	1939	1146	1395
4745	0	2698	3052
4746	0	1051	1191
4747	1583	916	1230
4748	774	534	707
4749	1185	535	774
4750	0	727	1096
4751	2199	1441	2003
4752	4698	3151	3863
4753	789	355	739
4754	0	657	1057
4755	0	1008	1497
4756	1297	921	1199
4757	1582	876	1382
4758	2798	2082	2371
4759	0	2158	2611
4760	0	347	512
4761	1183	926	1111
4762	4256	2465	3152
4763	0	454	714
4764	2968	2019	2639
4765	0	3086	3533
4766	2798	1965	2447
4767	799	361	731
4768	0	4594	5301
4769	0	369	545
4770	1187	836	1099
4771	92	383	553
4772	2898	2111	2390
4773	1286	974	1160
4774	3799	2606	3024
4775	0	1186	1651
4776	2098	1243	1894
4777	3499	2176	2819
4778	0	548	818
4779	1697	1323	1485
4780	2298	1114	1415
4781	0	2571	3231
4782	6899	5462	6161
4783	2399	1896	2164
4784	3167	1853	2194
4785	2999	1934	2622
4786	3167	1612	1876
4787	2715	1699	2174
4788	2899	1963	2413
4789	4299	3148	3708
4790	1979	1249	1598
4791	1778	970	1362
4792	2898	2072	2555
4793	3099	1910	2476
4794	5599	4351	4977
4795	0	3434	3878
4796	0	891	1382
4797	4199	2760	3353
4798	1196	549	1100
4799	4199	2762	3440
4800	4098	2680	3331
4801	2599	1707	2185
4802	1798	1064	1501
4803	1598	1186	1288
4804	2898	1864	2350
4805	896	548	709
4806	3898	3153	3490
4807	2499	2003	2277
4808	3298	2405	3048
4809	3999	3167	3623
4810	5498	4116	4781
4811	3899	2923	3347
4812	0	1610	2291
4813	1997	1455	1816
4814	4599	2802	3484
4815	2798	1841	2138
4816	157	177	336
4817	1899	1088	1757
4818	2697	1583	1887
4819	1077	640	988
4820	0	1823	2372
4821	7499	5963	6684
4822	0	1265	1571
4823	4999	3271	3887
4824	4099	3209	3664
4825	163	184	368
4826	6799	4746	5436
4827	160	177	353
4828	0	3107	3918
4829	1466	986	1333
4830	6699	4267	5176
4831	433	462	889
4832	4498	3309	3809
4833	0	376	561
4834	5899	4561	5116
4835	0	2524	2953
4836	0	1492	1831
4837	2698	1425	1767
4838	4199	2956	3413
4839	3899	2948	3456
4840	1978	1030	1206
4841	2618	1823	2115
4842	4399	3497	3954
4843	0	1101	1718
4844	2299	1736	1976
4845	1195	536	1069
4846	4398	2360	3062
4847	2176	1667	1905
4848	2999	1710	2103
4849	1898	1271	1712
4850	4499	3319	4055
4851	2598	1903	2349
4852	1183	850	985
4853	0	594	951
4854	2899	2138	2676
4855	1998	1066	1617
4856	1581	1238	1421
4857	1298	714	989
4858	1467	872	1345
4859	2297	1342	2042
4860	3898	2821	3269
4861	5345	4096	4695
4862	4299	2989	3549
4863	1484	910	1285
4864	896	489	714
4865	1958	1204	1554
4866	4699	3199	3651
4867	0	1442	2068
4868	2397	1667	2210
4869	3298	2213	2574
4870	2998	1719	2273
4871	0	1348	1800
4872	1598	1133	1259
4873	6999	4483	5383
4874	1296	617	817
4875	4999	3620	4275
4876	276	555	823
4877	1468	1082	1246
4878	2299	1163	1586
4879	797	366	739
4880	164	179	371
4881	2499	615	972
4882	6399	4572	5263
4883	2573	2069	2271
4884	0	912	1191
4885	3099	1946	2336
4886	4399	3083	3723
4887	4699	3281	3750
4888	2898	2153	2620
4889	1397	1053	1236
4890	1087	797	991
4891	4299	2814	3421
4892	3068	2067	2516
4893	1581	1253	1432
4894	5698	3766	4545
4895	0	502	639
4896	3099	2067	2459
4897	3365	2381	2829
4898	1299	915	1204
4899	1184	833	1114
4900	0	354	515
4901	1897	1004	1297
4902	2078	1225	1786
4903	1978	1171	1803
4904	2798	2222	2485
4905	0	3589	4232
4906	0	1270	1913
4907	5642	4479	5092
4908	5048	3308	3946
4909	2899	1915	2298
4910	4798	3440	3968
4911	0	544	724
4912	1596	969	1174
4913	1088	809	996
4914	5799	4200	4961
4915	0	3433	4156
4916	2099	1404	1766
4917	3662	2797	3316
4918	1285	836	977
4919	2276	1589	2021
4920	0	4082	4913
4921	3199	2500	2943
4922	1499	992	1341
4923	3299	2260	2660
4924	5899	2457	3525
4925	3199	2077	2680
4926	1880	1503	1679
4927	4199	2931	3494
4928	3199	1986	2563
4929	1163	534	1043
4930	1979	1344	1701
4931	4899	3470	4084
4932	1283	962	1129
4933	2598	1953	2310
4934	266	457	733
4935	2499	1499	2091
4936	4898	3637	4163
4937	0	562	682
4938	2253	1405	1889
4939	1763	1056	1598
4940	277	288	554
4941	0	1904	2184
4942	1466	1177	1350
4943	3798	2623	3282
4944	1799	1132	1378
4945	445	458	919
